can_smiles_solute,can_smiles_solvent,DGsolv,index,Exp_or_QM,Train/Valid/Test,predicted
CCCCO,CCCCCCC,-3.69,9533,Exp,Train,-3.7179432
C1CCCCCC1,OCc1ccco1,-3.74,855,Exp,Train,-3.7443867
NCCNCCNCCNCCN,NCCNCCNCCNCCN,-15.1,17820,Exp,Train,-14.901689
CC(CO)c1ccccc1,CC(CO)c1ccccc1,-9.36,4624,Exp,Train,-8.91773
C=CC=C,CS(C)=O,-1.8,1727,Exp,Train,-1.788322
CCCC,COCCOCCOCCOCCOC,-1.62,7045,Exp,Train,-1.60148
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCO,-1.24,16870,Exp,Train,-1.315927
CC(=O)O,CCOC(C)=O,-6.46,2688,Exp,Train,-6.3984947
CCCCCCC,CCCC(=O)OCC,-4.35,7983,Exp,Train,-4.3106594
CC[N+](=O)[O-],CCCCCCCCCCCCCCCC,-3.23,11633,Exp,Train,-3.144405
O=[N+]([O-])c1cc(Cl)ccc1Cl,CC(C)CCO,-8.13,21234,Exp,Train,-8.072024
CCC(Cl)Cl,CCC(Cl)Cl,-4.68,6322,Exp,Train,-4.7313495
c1ccccc1,CCCCCC,-3.995,23431,Exp,Train,-3.9822605
C1CCCCCCC1,CN(C)C=O,-4.39,858,Exp,Train,-4.384471
CCC,OCc1ccccc1,-0.84,6430,Exp,Train,-0.8594844
C1CCCCC1,C1=Cc2ccccc2C1,-3.92,697,Exp,Train,-3.8828535
C1CCOC1,CCCCCCCCCCCCCCCC,-3.515,901,Exp,Train,-3.4856005
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CC(C)CCO,-14.64,11966,Exp,Train,-14.470734
c1ccc2c(c1)Sc1ccccc1S2,CCCCCC,-11.38,23169,Exp,Train,-11.453311
CO,CCNC=O,-4.52,12655,Exp,Train,-4.5017147
Cc1cc(C)c(C)cc1C,CCCC(C)O,-6.69,14603,Exp,Train,-6.63075
CC(C)OC(C)C,CN1CCCCC1=O,-3.27,4446,Exp,Train,-3.2847412
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,C=CCCCCCCC=C,-21.68,5124,Exp,Train,-21.871483
CCCCC(C)=O,CC(C)CC(C)(C)C,-4.72,7242,Exp,Train,-4.7065306
c1ccccc1,O=Cc1ccco1,-4.04,23504,Exp,Train,-4.1069355
CCCCCCCC,Cc1cccc(C)n1,-4.92,8221,Exp,Train,-4.9213996
CCI,CCI,-4.41,10333,Exp,Train,-4.3727293
C1CC1,CCCCCC,-1.98,642,Exp,Train,-1.9869343
CCCCC(=O)CC(C)=O,O,-4.28,7135,Exp,Train,-4.1400166
CCC1CCCCC1,CCCCCCCCO,-4.84,6550,Exp,Train,-4.72929
Clc1ccc(-c2ccccc2Cl)cc1,CCCCCCCCO,-10.01,16408,Exp,Train,-10.042259
C1COCCO1,CCC(C)=O,-5.015,988,Exp,Train,-4.9603443
Cc1cccc(C(=O)O)c1,CCCCCCCCO,-9.87,15196,Exp,Train,-9.843528
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,-16.9,8869,Exp,Train,-16.238401
C/C=C/CCCC,C/C=C/CCCC,-4.7,497,Exp,Train,-4.6412864
CN(C)C=O,CN(C)C=O,-6.49,12083,Exp,Train,-6.609445
CC1CCCC1,CC1CCS(=O)(=O)C1,-2.51,5390,Exp,Train,-2.5049922
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O,-7.61,21381,Exp,Train,-7.6230597
O=C(C(=O)c1ccccc1)c1ccccc1,CCCCO,-11.01,18607,Exp,Train,-11.103099
C,CO,0.37,386,Exp,Train,0.3867748
CCC1CCCCC1,CCO,-4.47,6558,Exp,Train,-4.4736714
C=CCOC(=O)C=C,C=CCOC(=O)C=C,-5.64,2071,Exp,Train,-5.65076
CCC(C)(C)OC,CNC(C)=O,-3.75,5908,Exp,Train,-3.6660833
CCCCCCCC,C1COCCO1,-4.49,8148,Exp,Train,-4.445161
BrB(Br)Br,BrB(Br)Br,-4.72,9,Exp,Train,-4.813877
Cc1ccccc1,CCCCCCCCO,-4.525,15401,Exp,Train,-4.33915
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,O=C1CCCCC1,-19.41,22750,Exp,Train,-19.39011
CCC(C)O,CN(C)C=O,-5.67,6216,Exp,Train,-5.65192
C=CCCCC,CN(C)C=O,-2.96,1895,Exp,Train,-2.9133875
CC=O,O,-3.47,5617,Exp,Train,-3.6072378
O=C(C(=O)c1ccccc1)c1ccccc1,ClC(Cl)(Cl)Cl,-12.02,18621,Exp,Train,-12.025158
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC(C)CO,-12.07,11715,Exp,Train,-12.256301
Oc1cccc(Cl)c1,CCCCCCC,-6.51,22291,Exp,Train,-6.5015125
C1COCCO1,CCCCCC,-4.07,992,Exp,Train,-4.026366
O=[N+]([O-])c1cc(Cl)ccc1Cl,CCO,-8.32,21251,Exp,Train,-8.290899
Cc1cccc(C)n1,Cc1cccnc1C,-6.04,15271,Exp,Train,-6.0956135
CCCCCC(C)=O,CCCCC,-5.4,7653,Exp,Train,-5.3553195
CC(C)CCO,CO,-6.77,4132,Exp,Train,-6.7163253
CCCC(C)C,CC(=O)c1ccccc1,-2.84,6872,Exp,Train,-2.8036082
c1ccccc1,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,-3.98,23444,Exp,Train,-3.985177
C1COCCO1,ClC(Cl)(Cl)Cl,-4.95,1031,Exp,Train,-4.9341764
CCCC(=O)OC(=O)CCC,CCCC(=O)OC(=O)CCC,-7.63,6735,Exp,Train,-7.6337886
O=S(=O)(c1ccccc1)c1ccccc1,COC(C)=O,-14.73,21089,Exp,Train,-14.662562
CN1CCCCC1,COC(C)(C)C,-4.8,12366,Exp,Train,-4.848324
CCc1c(C)cccc1C,CCc1c(C)cccc1C,-7.12,11650,Exp,Train,-7.0129004
CCCCCCCO,CCCCCCC,-5.595,9039,Exp,Train,-5.6749024
CC=O,CNC(C)=O,-2.85,5613,Exp,Train,-2.8573084
CC(C)(C)O,CN1CCCC1=O,-5.12,3247,Exp,Train,-5.011753
CCC(=O)OC,CCCCCCCC,-3.57,5761,Exp,Train,-3.5038126
Cc1ccc(O)cc1,Clc1ccccc1,-7.23,15060,Exp,Train,-7.2429667
ClCCCl,c1ccccc1,-4.68,16135,Exp,Train,-4.688038
CC(C)I,CCO,-3.98,4298,Exp,Train,-3.9649181
CCc1ccccc1,CCCCCCCCCCCCCCCC,-5.155,11784,Exp,Train,-5.1066184
COc1ccccc1,ClC(Cl)Cl,-6.24,13959,Exp,Train,-6.2151647
CCCCCC(C)=O,CCc1ccccc1,-6.1,7664,Exp,Train,-6.0419917
Cc1cccnc1,CC(C)(C)O,-5.83,15667,Exp,Train,-5.832248
CCOc1ccccc1,ClC(Cl)Cl,-7.16,11481,Exp,Train,-7.100664
CCCCCC,CCCCCCCCCCCC,-3.73,7756,Exp,Train,-3.7496495
CC(C)CCC(C)C,O=C1CCCO1,-2.85,4046,Exp,Train,-2.8409479
OCCCl,Cc1cccc(C)c1,-4.69,21961,Exp,Train,-4.695294
CC(C)=O,CC(C)c1ccccc1,-3.32,3487,Exp,Train,-3.2444832
CCCCO,CCCCCC,-3.755,9531,Exp,Train,-3.7760787
Cc1cccc(C)c1,CC#N,-5.18,15222,Exp,Train,-5.2335973
CCCCC=O,CCCCCCCCCCCCCCCC,-3.89,7560,Exp,Train,-3.8557796
CCC(C)(C)C,CCCCCC,-3.63,5865,Exp,Train,-3.6163855
CCOC(C)(C)C,CCCCN(C=O)CCCC,-3.6,11073,Exp,Train,-3.6100533
c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-12.29,22776,Exp,Train,-12.274847
Cc1c[nH]c2ccccc12,O,-5.88,14547,Exp,Train,-5.7521944
Oc1ccccc1,CCCCCCCCC,-5.6,22343,Exp,Train,-5.440383
CCCCC=O,CCCCCCCC,-3.97,7559,Exp,Train,-3.9520934
C1CCCCC1,Brc1cccc2ccccc12,-3.66,695,Exp,Train,-3.633137
C#CC,CCCCCCCCCCCCCCCC,-1.4,155,Exp,Train,-1.4372863
CCCCC,CCNC=O,-2.11,7463,Exp,Train,-2.1276329
CC(F)(F)F,CC(F)(F)F,-1.94,4696,Exp,Train,-1.9200151
[H][H],OCCO,2.38,22617,Exp,Train,2.3834503
COC(C)=O,CCc1ccccc1,-3.74,13058,Exp,Train,-3.7264085
C=C(C)C,CCC(C)CO,-1.98,1174,Exp,Train,-1.9780391
C1COCCO1,CC[N+](=O)[O-],-5.28,1011,Exp,Train,-5.2680063
C1COCCOCCOCCOCCO1,Cc1cccc(C)c1,-10.95,1059,Exp,Train,-10.986784
FC(F)F,CCCCCCCCO,-0.21,17015,Exp,Train,-0.21346304
C1CCCCC1,O,1.225,818,Exp,Train,1.1386961
ClCCl,CCCCCCCCCCCCCCCC,-2.74,16163,Exp,Train,-2.6967447
CC(C)=O,CCOC(=O)c1ccccc1C(=O)OCC,-3.53,3509,Exp,Train,-3.551369
CC[C@H](C)[NH2+][C@H](C)CC,CC[C@H](C)[NH2+][C@H](C)CC,-5.68,11602,Exp,Train,-5.665471
CS(C)(=O)=O,O,-10.08,14106,Exp,Train,-10.086118
O=C(O)c1cccc([N+](=O)[O-])c1,C1COCCO1,-12.17,19735,Exp,Train,-12.530192
CCOCCOCCOCC,CCOCCOCCOCC,-7.23,11279,Exp,Train,-7.151176
CC(C)CCC(C)O,CCCCCCCC,-5.33,4053,Exp,Train,-5.2576456
O=Cc1ccccc1,CCCCCCCCCCCCCCCC,-5.405,20833,Exp,Train,-5.348968
CCOC(C)=O,CCCCN(C=O)CCCC,-3.96,11125,Exp,Train,-3.9526727
O=C(C(=O)c1ccccc1)c1ccccc1,CCC(C)=O,-12.48,18592,Exp,Train,-12.50135
Oc1ccc(O)cc1,CCCCOC(C)=O,-12.22,22259,Exp,Train,-12.077644
CCC(C)=O,ClC(Cl)Cl,-5.43,6027,Exp,Train,-5.374016
OCCCl,O,-6.28,21965,Exp,Train,-6.3274345
C,CCCCCCCCCO,0.53,372,Exp,Train,0.56400067
CCC1CCCCC1,CC(C)=O,-4.54,6526,Exp,Train,-4.561413
COC(=O)OC,ClCCCl,-5.04,12844,Exp,Train,-5.056761
CCCCCCCCO,CC(C)CC(C)(C)C,-6.52,8963,Exp,Train,-6.5495405
FC(F)(Cl)Br,FC(F)(Cl)Br,-2.76,16806,Exp,Train,-2.7259905
CN(C)C(=O)Nc1ccc(Cl)cc1,CCCCOCCCC,-11.57,11999,Exp,Train,-11.477869
Fc1ccccc1,CCCCCC,-4.15,17138,Exp,Train,-4.116824
Oc1cccc(Cl)c1,O,-6.62,22298,Exp,Train,-6.6345406
O=C(O)c1ccc(I)cc1,O,-7.96,19560,Exp,Train,-7.726854
COC(OC)(OC)c1ccccc1,O,-4.04,13118,Exp,Train,-3.9090366
O=C1c2ccccc2-c2ccccc21,CCCCCCCCCC,-9.9,20505,Exp,Train,-9.953184
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,CCCCO,-13.98,19377,Exp,Train,-13.921398
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CC(C)=O,-25.74,6067,Exp,Train,-25.569456
CCCO,Clc1ccccc1,-3.825,10003,Exp,Train,-3.8203318
ClC(Cl)Cl,COC(C)=O,-4.67,15998,Exp,Train,-4.6936874
CCCCCC,OCc1ccccc1,-2.66,7853,Exp,Train,-2.6900816
CCCCCC1CCCC1,O,2.55,7874,Exp,Train,2.3366127
C=CC=C,CN(C)P(=O)(N(C)C)N(C)C,-2.46,1722,Exp,Train,-2.417785
CCC(C)OC(C)CC,CCC(C)OC(C)CC,-5.23,6229,Exp,Train,-5.2504425
CCCOC=O,[H]O[H],-2.55,10112,Exp,Train,-2.6433375
C,CCOCC,-0.03,381,Exp,Train,-0.009702798
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,O,-10.78,3060,Exp,Train,-10.6833315
CC(C)C(C)C(C)C,CCCCC,-5.05,3618,Exp,Train,-5.0358562
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,CCCCCCCO,-12.64,19410,Exp,Train,-12.825857
ClC(Cl)Cl,CCCCO,-4.02,15986,Exp,Train,-4.0419087
C1COCCOCCOCCOCCOC1,Cc1cccc(C)c1,-11.45,1061,Exp,Train,-11.4498
CCCCCCCCCCCCCCCCCCCCCCCC,O,5.24,8717,Exp,Train,5.1870437
CCC(O)CO,CCC(O)CO,-8.78,6358,Exp,Train,-8.652871
CCCC,O,2.075,7057,Exp,Train,2.0598936
CC=CC,CC(=O)N(C)C,-2.17,5570,Exp,Train,-2.1443753
FC(F)=CCl,CN(C)C=O,-1.99,16985,Exp,Train,-1.9273585
CN(C)C=O,C1CCOC1,-5.99,12075,Exp,Train,-6.0338426
CCCO,CN(C)C=O,-5.57,9991,Exp,Train,-5.602714
CCCCCCCCCCCCCC(=O)OC(C)C,CCCCCCCCCCCCCC(=O)OC(C)C,-12.0,8577,Exp,Train,-11.874561
CCCCCCCCC,ClCCl,-5.72,8403,Exp,Train,-5.7079678
ClC=C(Cl)Cl,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,-4.37,16046,Exp,Train,-4.2628627
c1ccc2c(c1)ccc1ccccc12,CCCC(C)CO,-9.72,23215,Exp,Train,-9.849355
FC(Cl)(Cl)Cl,FC(Cl)(Cl)Cl,-3.28,16788,Exp,Train,-3.2841048
Cc1cccc(C(=O)O)c1,C1CCOC1,-10.46,15182,Exp,Train,-10.436434
CC(C)(C)Cl,OCCOCCO,-2.39,3198,Exp,Train,-2.4049835
ClCBr,ClC(Cl)(Cl)Cl,-3.93,16060,Exp,Train,-3.9722085
Oc1ccc(Br)cc1,CCCCCCO,-10.51,22192,Exp,Train,-10.543973
C1CNCCN1,CC(C)CO,-6.58,953,Exp,Train,-6.502858
[N-]=[N+]=O,ClC(Cl)Cl,-0.97,22662,Exp,Train,-0.9108566
O=[N+]([O-])c1cccc(O)c1,CCCCCCC,-7.72,21438,Exp,Train,-7.736796
C1CCCCC1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.65,804,Exp,Train,-2.6029782
c1ccc2c(c1)Cc1ccccc1O2,ClCCCl,-10.85,23106,Exp,Train,-10.910697
CC(=O)Oc1ccccc1C(=O)O,CCCC(=O)OC,-13.09,2919,Exp,Train,-13.181101
CC(=O)CC(=O)c1ccccc1,CCCCCCC,-7.87,2394,Exp,Train,-7.726847
CCC(C)O,CCCCCCC,-3.28,6206,Exp,Train,-3.3935452
CC1CCCCC1,CCC#N,-4.07,5418,Exp,Train,-4.0039372
O=C(O)c1ccccc1,CC(C)CO,-9.4,19801,Exp,Train,-9.284413
CC(C)CC(C)C,ClCCl,-3.96,3897,Exp,Train,-3.973713
Cc1ccc(C(C)C)cc1,Cc1ccc(C(C)C)cc1,-6.68,14855,Exp,Train,-6.659428
CCCCCCCC=O,NC=O,-4.31,8306,Exp,Train,-4.2700586
ClC=C(Cl)Cl,CC(=O)N(C)C,-4.8,16045,Exp,Train,-4.7500772
C=COC(C)=O,C=COC(C)=O,-4.43,2133,Exp,Train,-4.4134536
CCC(C)C,CN1CCCCC1=O,-2.01,6122,Exp,Train,-2.0365992
CC(C)=O,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-2.37,3485,Exp,Train,-2.2986789
CCc1cc(C)ccc1C,CCc1cc(C)ccc1C,-6.97,11661,Exp,Train,-6.9832325
CCCCCC,CN(C)P(=O)(N(C)C)N(C)C,-2.98,7791,Exp,Train,-2.989776
CCCCCC,CCN(CC)CC,-4.01,7778,Exp,Train,-3.9682393
ClB(Cl)Cl,O=C(Cl)Cl,-3.09,15846,Exp,Train,-3.0332043
C1CCCC1,CCCCCCCCCC,-3.46,667,Exp,Train,-3.4427934
Nc1ccc(C(=O)O)cc1,C1COCCO1,-14.6,18120,Exp,Train,-14.352132
CCBr,ClCCCl,-3.6,5638,Exp,Train,-3.6026506
c1ccccc1,OCCO,-2.76,23511,Exp,Train,-2.8109484
Cc1cccc(C=O)c1,Cc1cccc(C=O)c1,-7.73,15277,Exp,Train,-7.7719283
Cc1ccccc1,CCCCCCCCCCCCCCCCI,-4.41,15399,Exp,Train,-4.4373045
CC1=CCC23CC1C(C)(C)C2CCC3C,O,0.78,5265,Exp,Train,0.76903534
CCC(C)=O,COC(C)O,-4.28,6010,Exp,Train,-4.286742
CCCCCOC=O,CCCCCOC=O,-5.74,9332,Exp,Train,-5.701317
CCCCCCCCC,OCCOCCOCCO,-2.92,8421,Exp,Train,-2.91719
FC(F)(F)CCl,FC(F)(F)CCl,-2.94,16896,Exp,Train,-2.9234316
CCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCO,-16.38,8747,Exp,Train,-16.45621
CC(C)CC(=O)O,O,-6.09,3799,Exp,Train,-6.063837
COC(C)=O,C=CCCCCCCC=C,-3.23,13033,Exp,Train,-3.2702982
O=C1CCCC1,CCCCCl,-5.46,20230,Exp,Train,-5.473656
CCCCCCCCCCCCCCCCCCCCCCCC,CC(=O)N(C)C,-16.37,8700,Exp,Train,-16.508936
CC(C)CC(C)C,ClC(Cl)Cl,-4.17,3895,Exp,Train,-4.181473
C[C@H]1CCCC[C@H]1C,C[C@H]1CCCC[C@H]1C,-5.4,14260,Exp,Train,-5.308716
CCc1cc(C)sc1C,CCc1cc(C)sc1C,-7.02,11662,Exp,Train,-6.8912835
CCc1ccc(C(C)(C)C)cc1,CCc1ccc(C(C)(C)C)cc1,-7.58,11679,Exp,Train,-7.624949
ClCc1ccccc1,CO,-6.37,16216,Exp,Train,-6.1953783
C#CC=C,CC(C)CC(C)(C)C,-2.21,189,Exp,Train,-2.2244503
O=C(O)c1ccc(O)cc1,CC(C)CO,-11.28,19575,Exp,Train,-11.238122
Cc1ccccc1,CCCCCCCCCO,-4.34,15400,Exp,Train,-4.297945
CCCCCCC,O,2.62,8059,Exp,Train,2.641945
CC(C)=O,ClCCCl,-4.27,3532,Exp,Train,-4.2561255
CC1CCCCC1,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.11,5430,Exp,Train,-4.0553093
COC(C)(C)C,CCCCCCCCCC,-3.48,13000,Exp,Train,-3.4286032
CC(=O)CC(C)C,CC(=O)N(C)C,-5.24,2417,Exp,Train,-5.2301483
C=CCC=C,O,0.94,1817,Exp,Train,0.82387525
CCO,CCCCCC(C)C,-2.44,10705,Exp,Train,-2.4460459
c1ccc2ccccc2c1,O=C1CCCCC1,-7.72,23375,Exp,Train,-7.806043
c1ccc(-c2ccccc2)cc1,CC(C)(C)O,-8.06,22828,Exp,Train,-8.104959
O=[N+]([O-])c1cc(Cl)ccc1Cl,CC(C)CO,-8.01,21235,Exp,Train,-7.959876
CC(C)CO,CN1CCN(C)C1=O,-5.9,4203,Exp,Train,-5.856476
C=CC(C)(O)CCC=C(C)C,O,-4.17,1569,Exp,Train,-4.2628026
C1COCCO1,CN1CCCC1=O,-4.97,1014,Exp,Train,-4.996106
Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)(C)O,-16.01,14459,Exp,Train,-15.993267
c1ccc2ccccc2c1,CCCCCCC,-7.119999999999999,23347,Exp,Train,-7.143153
COC(=O)c1ccccc1,ClC(Cl)Cl,-7.81,12961,Exp,Train,-7.708703
C=CCCCC,NC=O,-0.91,1905,Exp,Train,-0.8831257
CC(=O)CO,CC(=O)CO,-6.66,2459,Exp,Train,-6.5951967
c1ccsc1,O=CN1CCOCC1,-4.39,23579,Exp,Train,-4.464928
N#Cc1ccccc1,C1CCC2CCCCC2C1,-5.86,17335,Exp,Train,-5.7914124
CCCCCCCBr,CCCCCCCBr,-6.73,8095,Exp,Train,-6.654934
CO,OCC(O)CO,-4.18,12689,Exp,Train,-4.249216
Clc1ccccc1Cl,CCCCCCCCCCC,-6.11,16644,Exp,Train,-5.9290867
BrCBr,O,-2.06,30,Exp,Train,-2.0462298
CCCCCC(=O)OC,CCCCCCC,-5.63,7618,Exp,Train,-5.5609646
CCCOC(C)=O,CCOCCO,-4.71,10079,Exp,Train,-4.625293
CCCCC,CCCCCC(C)=O,-2.92,7432,Exp,Train,-2.9137669
CCCC(C)Cl,O,0.07,6960,Exp,Train,0.11906791
CCC(C)=O,N#Cc1ccccc1,-4.58,6036,Exp,Train,-4.586117
CCCOC(C)=O,CNC(C)=O,-4.54,10083,Exp,Train,-4.5260425
CCCC(C)(C)O,O,-3.92,6809,Exp,Train,-3.8716903
CC(C)CCC(C)C,Brc1ccccc1,-4.53,3975,Exp,Train,-4.546265
C[S](C)(c1cc(Cl)c(Cl)cc1Cl)=P([O-])([O-])[O-],CCCCCCCCO,-11.69,14430,Exp,Train,-11.563981
CCCCCCCCC,Clc1ccccc1,-5.97,8404,Exp,Train,-5.774977
C#CCCCC,CN1CCCC1=O,-4.11,222,Exp,Train,-4.024829
C=CC=C,C=Cc1ccccc1,-2.36,1700,Exp,Train,-2.3597825
S=C=S,CCCCCCC,-3.33,22475,Exp,Train,-3.3280373
CC,Clc1ccccc1,-0.8,4906,Exp,Train,-0.77672935
CCCl,Cc1ccccc1C,-2.86,10284,Exp,Train,-2.83153
CC(C)CCl,COC(C)(C)C,-4.13,4161,Exp,Train,-4.1078978
c1ccccc1,C1CCC(C2CCCCC2)CC1,-3.96,23403,Exp,Train,-3.8890553
CCOC(C)=O,CCCCCC,-3.615,11110,Exp,Train,-3.5442822
CCC1CCCCC1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.53,6582,Exp,Train,-3.4980984
C1CCCC1,ClC=CCl,-3.78,681,Exp,Train,-3.771427
CC1CCCCC1,CS(C)=O,-2.73,5439,Exp,Train,-2.7429976
COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,Cc1ccccc1,-19.63,13482,Exp,Train,-19.759247
NC(=O)c1ccccc1,CCCCCCC,-7.26,17600,Exp,Train,-7.2835116
CCCC=O,CCCCCCCC,-3.23,7102,Exp,Train,-3.2172942
CCC(C)=O,CCOCCOCCOCC,-4.17,5997,Exp,Train,-4.142937
CCCCSP(=O)(O)SCCCC,O,-8.03,9791,Exp,Train,-8.097771
CC(C)CO[N+](=O)[O-],O,-1.89,4243,Exp,Train,-2.0007374
C=C(CC)c1ccccc1,C=C(CC)c1ccccc1,-6.85,1295,Exp,Train,-6.9911513
C1CCOC1,CCC(C)Cl,-4.16,897,Exp,Train,-4.1684327
S=C=S,ClC(Cl)(Cl)Cl,-3.62,22485,Exp,Train,-3.6635532
CC1CCCCC1,OCCOCCOCCOCCO,-2.55,5452,Exp,Train,-2.6315203
ClC(Cl)(Cl)Cl,CC(=O)OCc1ccccc1,-3.97,15868,Exp,Train,-3.9593291
C=CC1CC=CCC1,C=CC1CC=CCC1,-5.4,1683,Exp,Train,-5.415956
OO,CCOC(C)=O,-7.6,22098,Exp,Train,-7.616793
C=CC,C1COCCO1,-1.36,1623,Exp,Train,-1.3432528
O,CO,-5.59,18552,Exp,Train,-5.5952067
C=CCCCCC,C1CCC2CCCCC2C1,-4.38,1927,Exp,Train,-4.2664948
CCCCCC,O=CN1CCOCC1,-1.98,7838,Exp,Train,-2.0071163
CCCl,CCCCCCCCO,-2.45,10275,Exp,Train,-2.3637156
Oc1ccccc1,c1ccccc1,-7.12,22371,Exp,Train,-7.0550194
c1cc2ccc3cccc4ccc(c1)c2c34,Fc1ccccc1,-12.88,22807,Exp,Train,-12.978699
NC(N)=O,CCCCCCCCCCCCCCCC,-6.37,17728,Exp,Train,-6.281051
CCCCCC,CCCCN(CCCC)CCCC,-3.6,7771,Exp,Train,-3.6147559
CCCCCC(=O)OC,CCCCCCCCCC,-5.48,7621,Exp,Train,-5.411975
CC(=O)Oc1ccccc1C(=O)O,CC(C)(C)O,-13.68,2910,Exp,Train,-13.762569
CCC(N)=O,O,-9.4,6327,Exp,Train,-9.386246
Oc1cccc(O)c1,O,-11.39,22308,Exp,Train,-11.300473
CC#N,COC(C)(C)C,-3.67,2253,Exp,Train,-3.6297138
c1ccc2c(c1)-c1cccc3cccc-2c13,CCO,-11.37,22979,Exp,Train,-11.487998
ClCCl,CC(C)CC(C)(C)C,-2.84,16155,Exp,Train,-2.8480625
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,C1CCOC1,-14.15,19463,Exp,Train,-14.190653
Cc1cccc(C(=O)O)c1,CC(C)CO,-9.91,15187,Exp,Train,-9.888741
CCCCCl,CC(C)OC(C)C,-4.21,9366,Exp,Train,-4.1898828
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,O,-25.44,5127,Exp,Train,-25.831833
c1cc2c3c(cccc3c1)CC2,CCCCOCCCC,-9.18,22730,Exp,Train,-9.22476
COc1ccc(C(=O)O)cc1,COC(C)CCO,-12.29,13694,Exp,Train,-12.160153
CC#N,C1CCCCC1,-1.87,2228,Exp,Train,-1.8386881
NCCN1CCNCC1,NCCN1CCNCC1,-8.36,17814,Exp,Train,-8.317336
C=C1CCC2(C(C)C)CC12,O,0.49,1398,Exp,Train,0.5189453
CCOCc1ccccc1,CCOCc1ccccc1,-7.02,11298,Exp,Train,-7.063326
C=CCCCCC,CCCCCO,-3.93,1937,Exp,Train,-3.92928
CCCCc1ccccc1,OCCOCCO,-4.81,9831,Exp,Train,-4.8456182
C#CC(C)C,C#CC(C)C,-3.36,143,Exp,Train,-3.5569715
O=P(Cl)(Cl)Cl,O=P(Cl)(Cl)Cl,-5.18,20940,Exp,Train,-5.1941776
Clc1cc(Cl)c(Cl)c(Cl)c1,CCCCCCCCO,-7.57,16303,Exp,Train,-7.494366
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCCO,-25.24,6075,Exp,Train,-25.0349
CC(C)CCC(C)C,CCCCCCCCO,-4.21,4009,Exp,Train,-4.1797824
CCOCC,[H]O[H],-1.96,11245,Exp,Train,-1.786641
FS(F)(F)(F)(F)F,CN(C)C=O,0.83,17091,Exp,Train,0.8844277
CC[S](CC)(c1ccc(Cl)cc1Cl)=P([O-])([O-])[O-],O,-3.86,11645,Exp,Train,-3.5228126
CCOCC,CC(=O)N(C)C,-2.81,11212,Exp,Train,-2.8238118
CCCCCC(=O)OC,CCCCC,-5.67,7616,Exp,Train,-5.6588078
c1ccccc1,CC(=O)CC(C)C,-4.44,23409,Exp,Train,-4.4691954
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,O,-2.77,16278,Exp,Train,-2.9496999
CC(O)CC(C)(C)C,CCCCCCCCCC,-5.33,4788,Exp,Train,-5.3286357
FC(F)(F)F,Clc1ccccc1,1.3,16946,Exp,Train,1.3013991
CCCCCCCC,OCCOCCOCCOCCO,-2.71,8253,Exp,Train,-2.7540483
Cc1cccc(C)c1C,O,-1.15,15250,Exp,Train,-1.1573218
CCCCCO,CCCCCCO,-6.68,9257,Exp,Train,-6.6472445
CCCC(C)C,CCCCO,-3.12,6900,Exp,Train,-3.1367807
