solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index,solvent_iupac_name,m062x,AE,SE
CC(=C)C,CCCCC,,-2.49,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=55060)'],C=C(C)C,CCCCC,C=C(C)C.CCCCC,True,1178,n-Pentane,-2.51,0.019999999999999574,0.00039999999999998294
C1=CC=C2C=CC=CC2=C1,CCCCCC,,-7.24,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],c1ccc2ccccc2c1,CCCCCC,c1ccc2ccccc2c1.CCCCCC,True,23346,n-Hexane,-7.26,0.019999999999999574,0.00039999999999998294
CCCCCCCC,CC(Cl)Cl,,-4.66,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=1283)'],CCCCCCCC,CC(Cl)Cl,CCCCCCCC.CC(Cl)Cl,True,8163,DiChloroEthane,-4.68,0.019999999999999574,0.00039999999999998294
C[N+]([O-])=O,Cc1ccccc1C,,-4.2,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C[N+](=O)[O-],Cc1ccccc1C,C[N+](=O)[O-].Cc1ccccc1C,True,14391,o-Xylene,-4.22,0.019999999999999574,0.00039999999999998294
C,CC(O)C,,0.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C,CC(C)O,C.CC(C)O,True,354,2-Propanol,0.47,0.019999999999999962,0.0003999999999999985
CO,[O-][N+](=O)c1ccccc1,,-2.93,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CO,O=[N+]([O-])c1ccccc1,CO.O=[N+]([O-])c1ccccc1,True,12688,NitroBenzene,-2.95,0.020000000000000018,0.0004000000000000007
C1CCCCC1,CCC(=O)C,,-3.79,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'CompSol Binary (entry number=20043)', 'CompSol Binary (entry number=20063)', 'CompSol Binary (entry number=20068)', 'CompSol Binary (entry number=20069)']",C1CCCCC1,CCC(C)=O,C1CCCCC1.CCC(C)=O,True,726,Butanone,-3.77,0.020000000000000018,0.0004000000000000007
CC1=CCC(CC1)C(C)(C)OC(=O)C,O,,-3.41,10.1016/j.cej.2021.129307,['Abraham Paper (A24)'],CC(=O)OC(C)(C)C1CC=C(C)CC1,O,CC(=O)OC(C)(C)C1CC=C(C)CC1.O,True,2707,Water,-3.43,0.020000000000000018,0.0004000000000000007
CCCCCCC,CCO,,-3.7,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=39738)', 'CompSol Binary (entry number=39747)', 'CompSol Binary (entry number=39763)', 'CompSol Binary (entry number=39766)']",CCCCCCC,CCO,CCCCCCC.CCO,True,8016,Ethanol,-3.68,0.020000000000000018,0.0004000000000000007
CCCCCC,CC(=O)C1=CC=CC=C1,,-3.04,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=14358)', 'CompSol Binary (entry number=14362)', 'CompSol Binary (entry number=14363)', 'CompSol Binary (entry number=14365)']",CCCCCC,CC(=O)c1ccccc1,CCCCCC.CC(=O)c1ccccc1,True,7721,AcetoPhenone,-3.06,0.020000000000000018,0.0004000000000000007
CCCCCCC,C1=CC=NC=C1,,-3.9,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56478)', 'CompSol Binary (entry number=56479)']",CCCCCCC,c1ccncc1,CCCCCCC.c1ccncc1,True,8082,Pyridine,-3.88,0.020000000000000018,0.0004000000000000007
CCO,C1CCCCC1,,-2.37,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.05,CCO,C1CCCCC1,CCO.C1CCCCC1,True,10680,CycloHexane,-2.35,0.020000000000000018,0.0004000000000000007
CC(C)=C,CCCCCO,,-2.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C=C(C)C,CCCCCO,C=C(C)C.CCCCCO,True,1185,1-Pentanol,-2.03,0.020000000000000018,0.0004000000000000007
CCCCCC,CC(C)CC(=O)C,,-3.59,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],CCCCCC,CC(=O)CC(C)C,CCCCCC.CC(=O)CC(C)C,True,7717,4-Methyl-2-Pentanone,-3.61,0.020000000000000018,0.0004000000000000007
CCCC=C,CCCCCCC,,-3.15,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],C=CCCC,CCCCCCC,C=CCCC.CCCCCCC,True,1836,Heptane,-3.17,0.020000000000000018,0.0004000000000000007
CO,Ic1ccccc1,,-2.18,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CO,Ic1ccccc1,CO.Ic1ccccc1,True,12682,IodoBenzene,-2.16,0.020000000000000018,0.0004000000000000007
CCCC(OC1CC(CC=C1C)C(C)=C)=O,O,,-3.9,10.1016/j.cej.2021.129307,['Abraham Paper (A24)'],C=C(C)C1CC=C(C)C(OC(=O)CCC)C1,O,C=C(C)C1CC=C(C)C(OC(=O)CCC)C1.O,True,1210,Water,-3.88,0.020000000000000018,0.0004000000000000007
CO,Cc1ccccc1C,,-1.73,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CO,Cc1ccccc1C,CO.Cc1ccccc1C,True,12676,o-Xylene,-1.75,0.020000000000000018,0.0004000000000000007
C,C(=O)N(C)C,,0.71,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",C,CN(C)C=O,C.CN(C)C=O,True,382,"n,n-DiMethylFormamide",0.73,0.020000000000000018,0.0004000000000000007
CC(=C)C,CCCCCC,,-2.43,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=45068)']",C=C(C)C,CCCCCC,C=C(C)C.CCCCCC,True,1179,n-Hexane,-2.41,0.020000000000000018,0.0004000000000000007
C,c1cc(C)ccc1C,,0.33,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],C,Cc1ccc(C)cc1,C.Cc1ccc(C)cc1,True,392,p-Xylene,0.31,0.020000000000000018,0.0004000000000000007
CCCCC,CCOCC,,-3.3,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=1817)'],CCCCC,CCOCC,CCCCC.CCOCC,True,7467,DiethylEther,-3.32,0.020000000000000018,0.0004000000000000007
CCCC(C)C,C1=CC=C(C=C1)N,,-2.28,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=31876)'],CCCC(C)C,Nc1ccccc1,CCCC(C)C.Nc1ccccc1,True,6934,Aniline,-2.3,0.020000000000000018,0.0004000000000000007
C=CC#C,CC(=O)OC,,-3.19,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",C#CC=C,COC(C)=O,C#CC=C.COC(C)=O,True,191,MethylEthanoate,-3.17,0.020000000000000018,0.0004000000000000007
CC1CCCCC1,CC(=O)C,,-3.93,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",CC1CCCCC1,CC(C)=O,CC1CCCCC1.CC(C)=O,True,5413,Acetone,-3.91,0.020000000000000018,0.0004000000000000007
CCCCC#C,C1CCC2CCCCC2C1,,-3.68,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=60838)'],C#CCCCC,C1CCC2CCCCC2C1,C#CCCCC.C1CCC2CCCCC2C1,True,218,Decalin,-3.66,0.020000000000000018,0.0004000000000000007
C=CC=C,C(=O)N(C)C,,-2.29,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",C=CC=C,CN(C)C=O,C=CC=C.CN(C)C=O,True,1721,"n,n-DiMethylFormamide",-2.31,0.020000000000000018,0.0004000000000000007
CCC(C)O,CCCCCC,,-3.56,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],CCC(C)O,CCCCCC,CCC(C)O.CCCCCC,True,6205,n-Hexane,-3.54,0.020000000000000018,0.0004000000000000007
C1CCCC1,CCCCCCCCCCCC,,-3.37,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=38201)', 'CompSol Binary (entry number=38202)', 'CompSol Binary (entry number=38203)']",C1CCCC1,CCCCCCCCCCCC,C1CCCC1.CCCCCCCCCCCC,True,668,n-Dodecane,-3.39,0.020000000000000018,0.0004000000000000007
CCCCC,CC(=O)OCC,,-2.85,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)', 'CompSol Binary (entry number=30557)', 'CompSol Binary (entry number=30558)']",CCCCC,CCOC(C)=O,CCCCC.CCOC(C)=O,True,7466,EthylEthanoate,-2.87,0.020000000000000018,0.0004000000000000007
C1CCCC1,CCCCCC,,-3.7,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],C1CCCC1,CCCCCC,C1CCCC1.CCCCCC,True,666,n-Hexane,-3.72,0.020000000000000018,0.0004000000000000007
C1=CC=CC=C1,CNC=O,,-3.83,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",c1ccccc1,CNC=O,c1ccccc1.CNC=O,True,23468,n-MethylFormamide,-3.81,0.020000000000000018,0.0004000000000000007
C1=CC(=CC=C1C2=CC=C(C=C2)Cl)Cl,O,,-2.91,10.1016/j.cej.2021.129307,"['Abraham Paper (A25)', 'Abraham Paper (A25)', 'Abraham Paper (A25)']",Clc1ccc(-c2ccc(Cl)cc2)cc1,O,Clc1ccc(-c2ccc(Cl)cc2)cc1.O,True,16396,Water,-2.93,0.020000000000000018,0.0004000000000000007
C(Cl)(Cl)Cl,CCCCCCCC,,-3.52,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],ClC(Cl)Cl,CCCCCCCC,ClC(Cl)Cl.CCCCCCCC,True,15973,n-Octane,-3.54,0.020000000000000018,0.0004000000000000007
[O-][N+](=O)c1ccccc1,CCCCCC,,-6.09,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,O=[N+]([O-])c1ccccc1,CCCCCC,O=[N+]([O-])c1ccccc1.CCCCCC,True,21492,n-Hexane,-6.11,0.020000000000000462,0.00040000000000001845
CCCCCC(=O)OC,CC(Cl)Cl,,-6.57,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCCC(=O)OC,CC(Cl)Cl,CCCCCC(=O)OC.CC(Cl)Cl,True,7615,DiChloroEthane,-6.55,0.020000000000000462,0.00040000000000001845
CCCCCCCO,CCCCCC,,-5.67,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.08,CCCCCCCO,CCCCCC,CCCCCCCO.CCCCCC,True,9038,n-Hexane,-5.69,0.020000000000000462,0.00040000000000001845
CCCCN,OCc1ccccc1,,-5.15,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCN,OCc1ccccc1,CCCCN.OCc1ccccc1,True,9463,BenzylAlcohol,-5.13,0.020000000000000462,0.00040000000000001845
CCCC(O)=O,Cc1ccccc1,,-5.24,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCC(=O)O,Cc1ccccc1,CCCC(=O)O.Cc1ccccc1,True,6728,Toluene,-5.22,0.020000000000000462,0.00040000000000001845
CC(O)=O,c1ccccc1,,-4.02,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)O,c1ccccc1,CC(=O)O.c1ccccc1,True,2702,Benzene,-4.04,0.020000000000000462,0.00040000000000001845
CN1CCCC1C2=CN=CC=C2,O,,-7.98,10.1016/j.cej.2021.129307,['Abraham Paper (A16)'],CN1CCCC1c1cccnc1,O,CN1CCCC1c1cccnc1.O,True,12365,Water,-7.96,0.020000000000000462,0.00040000000000001845
C1=CC=C(C=C1)Cl,c1cccc(C)c1C,,-5.59,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],Clc1ccccc1,Cc1ccccc1C,Clc1ccccc1.Cc1ccccc1C,True,16627,o-Xylene,-5.61,0.020000000000000462,0.00040000000000001845
C1=CC=C(C=C1)C2=CC=CC=C2,CO,,-7.88,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",c1ccc(-c2ccccc2)cc1,CO,c1ccc(-c2ccccc2)cc1.CO,True,22859,Methanol,-7.9,0.020000000000000462,0.00040000000000001845
Cc1ccc(N)cc1,CCOC(C)=O,,-7.63,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Cc1ccc(N)cc1,CCOC(C)=O,Cc1ccc(N)cc1.CCOC(C)=O,True,14977,EthylEthanoate,-7.65,0.020000000000000462,0.00040000000000001845
CCN,CCCCCCCCCC,,-1.925,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,CCN,CCCCCCCCCC,CCN.CCCCCCCCCC,True,10540,n-Decane,-1.95,0.02499999999999991,0.0006249999999999956
CCO,CCCCCCCCCC,,-2.345,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.09,CCO,CCCCCCCCCC,CCO.CCCCCCCCCC,True,10710,n-Decane,-2.37,0.02499999999999991,0.0006249999999999956
Cc1ccccc1C,O,,-0.895,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,Cc1ccccc1C,O,Cc1ccccc1C.O,True,15560,Water,-0.92,0.025000000000000022,0.0006250000000000011
CCCCCCCC,CCC(C)=O,,-4.665,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.03,CCCCCCCC,CCC(C)=O,CCCCCCCC.CCC(C)=O,True,8168,Butanone,-4.69,0.025000000000000355,0.0006250000000000178
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,CCO,,-26.58,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CCO,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.CCO,True,21570,Ethanol,-26.55,0.029999999999997584,0.000899999999999855
CCCCO,Cc1ccccc1,,-4.31,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCO,Cc1ccccc1,CCCCO.Cc1ccccc1,True,9563,Toluene,-4.28,0.02999999999999936,0.0008999999999999616
C1C2=CC=CC=C2C3=CC=CC=C31,CCCCCC,,-9.29,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],c1ccc2c(c1)Cc1ccccc1-2,CCCCCC,c1ccc2c(c1)Cc1ccccc1-2.CCCCCC,True,23020,n-Hexane,-9.26,0.02999999999999936,0.0008999999999999616
CCCCC(O)=O,Cc1ccccc1,,-5.89,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCCC(=O)O,Cc1ccccc1,CCCCC(=O)O.Cc1ccccc1,True,7170,Toluene,-5.86,0.02999999999999936,0.0008999999999999616
CC(C)(C#C)O,O,,-5.18,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=64115)'],C#CC(C)(C)O,O,C#CC(C)(C)O.O,True,136,Water,-5.15,0.02999999999999936,0.0008999999999999616
CNC=O,CCCCCCC,,-3.68,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=42638)'],CNC=O,CCCCCCC,CNC=O.CCCCCCC,True,12539,Heptane,-3.71,0.029999999999999805,0.0008999999999999883
O,CC(C)OC(C)C,,-3.58,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,O,CC(C)OC(C)C,O.CC(C)OC(C)C,True,18516,DiIsoPropylEther,-3.61,0.029999999999999805,0.0008999999999999883
C1CCCCC1,CC(O)C,,-3.52,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)', 'CompSol Binary (entry number=25114)', 'CompSol Binary (entry number=25120)']",C1CCCCC1,CC(C)O,C1CCCCC1.CC(C)O,True,719,2-Propanol,-3.55,0.029999999999999805,0.0008999999999999883
CCCCCC,CC(=O)OCC,,-3.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)', 'CompSol Binary (entry number=30386)', 'CompSol Binary (entry number=30387)']",CCCCCC,CCOC(C)=O,CCCCCC.CCOC(C)=O,True,7785,EthylEthanoate,-3.43,0.029999999999999805,0.0008999999999999883
CC(C)CCl,CCCCCC,,-3.87,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=44885)', 'CompSol Binary (entry number=44886)']",CC(C)CCl,CCCCCC,CC(C)CCl.CCCCCC,True,4160,n-Hexane,-3.9,0.029999999999999805,0.0008999999999999883
CC(=C)C,C(=O)N(C)C,,-1.98,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",C=C(C)C,CN(C)C=O,C=C(C)C.CN(C)C=O,True,1189,"n,n-DiMethylFormamide",-2.01,0.029999999999999805,0.0008999999999999883
C1=COC=C1,CC(=O)N(C)C,,-3.72,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",c1ccoc1,CC(=O)N(C)C,c1ccoc1.CC(=O)N(C)C,True,23564,"n,n-DiMethylAcetamide",-3.75,0.029999999999999805,0.0008999999999999883
CCCCC,CC1=CC=CC=N1,,-2.82,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=24188)'],CCCCC,Cc1ccccn1,CCCCC.Cc1ccccn1,True,7489,2-MethylPyridine,-2.79,0.029999999999999805,0.0008999999999999883
CC(C)C,CCCCCCCCC,,-2.2,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=52635)', 'CompSol Binary (entry number=52637)']",CC(C)C,CCCCCCCCC,CC(C)C.CCCCCCCCC,True,3715,n-Nonane,-2.23,0.029999999999999805,0.0008999999999999883
CCC=C,CCCCCCCCCC,,-2.42,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=36946)']",C=CCC,CCCCCCCCCC,C=CCC.CCCCCCCCCC,True,1785,n-Decane,-2.39,0.029999999999999805,0.0008999999999999883
CCCC,CCCO,,-1.98,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CCCC,CCCO,CCCC.CCCO,True,7035,1-Propanol,-2.01,0.029999999999999805,0.0008999999999999883
CC=C(C)C,C(=O)N(C)C,,-2.56,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",CC=C(C)C,CN(C)C=O,CC=C(C)C.CN(C)C=O,True,5538,"n,n-DiMethylFormamide",-2.59,0.029999999999999805,0.0008999999999999883
C1CCCCC1,C1=CC=C(C=C1)CO,,-3.23,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=33647)', 'CompSol Binary (entry number=33648)', 'CompSol Binary (entry number=33649)', 'CompSol Binary (entry number=33652)']",C1CCCCC1,OCc1ccccc1,C1CCCCC1.OCc1ccccc1,True,835,BenzylAlcohol,-3.2,0.029999999999999805,0.0008999999999999883
CCCCC,CCCCCC,,-3.36,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=45541)', 'CompSol Binary (entry number=45542)', 'CompSol Binary (entry number=45543)', 'CompSol Binary (entry number=45544)', 'CompSol Binary (entry number=45545)', 'CompSol Binary (entry number=45549)', 'CompSol Binary (entry number=45550)']",CCCCC,CCCCCC,CCCCC.CCCCCC,True,7431,n-Hexane,-3.33,0.029999999999999805,0.0008999999999999883
CC(=C)C,c1cc(C)ccc1C,,-2.32,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],C=C(C)C,Cc1ccc(C)cc1,C=C(C)C.Cc1ccc(C)cc1,True,1191,p-Xylene,-2.29,0.029999999999999805,0.0008999999999999883
Cl\C=C/Cl,CCCCCCCCO,,-3.71,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,Cl/C=C\Cl,CCCCCCCCO,Cl/C=C\Cl.CCCCCCCCO,True,15841,n-Octanol,-3.68,0.029999999999999805,0.0008999999999999883
CCCO,Cc1ccccc1C,,-3.57,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CCCO,Cc1ccccc1C,CCCO.Cc1ccccc1C,True,10000,o-Xylene,-3.54,0.029999999999999805,0.0008999999999999883
CC(C)(C)c1ccccc1,O,,-0.42,10.1016/j.cej.2021.129307,"['Abraham Paper (A10)', 'Abraham Paper (A11)', 'FreeSolv (entry number=563)', 'CompSol Binary (entry number=61760)']",CC(C)(C)c1ccccc1,O,CC(C)(C)c1ccccc1.O,True,3345,Water,-0.39,0.02999999999999997,0.0008999999999999982
C,CCCCCCCCCCC,,0.27,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=61753)'],C,CCCCCCCCCCC,C.CCCCCCCCCCC,True,364,n-Undecane,0.3,0.02999999999999997,0.0008999999999999982
[N-]=[N+]=O,O,,0.31,10.1016/j.cej.2021.129307,"['Abraham Paper (A11)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A6)', 'CompSol Binary (entry number=68365)']",[N-]=[N+]=O,O,[N-]=[N+]=O.O,True,22665,Water,0.28,0.02999999999999997,0.0008999999999999982
C,CCCCC=C,,0.14,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=11017)', 'CompSol Binary (entry number=11018)']",C,C=CCCCC,C.C=CCCCC,True,348,1-Hexene,0.11,0.030000000000000013,0.0009000000000000007
CC1=CC2C(C2(C)C)CC1,O,,0.78,10.1016/j.cej.2021.129307,['Abraham Paper (A28)'],CC1=CC2C(CC1)C2(C)C,O,CC1=CC2C(CC1)C2(C)C.O,True,5234,Water,0.81,0.030000000000000027,0.0009000000000000016
CO,CC(C)(C)CC(C)C,,-1.44,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],CO,CC(C)CC(C)(C)C,CO.CC(C)CC(C)(C)C,True,12621,"2,2,4-TriMethylPentane",-1.47,0.030000000000000027,0.0009000000000000016
C,CCCCCCCCCC,,0.24,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=37125)']",C,CCCCCCCCCC,C.CCCCCCCCCC,True,363,n-Decane,0.27,0.030000000000000027,0.0009000000000000016
CC(C)(C)C=C,O,,1.57,10.1016/j.cej.2021.129307,['Abraham Paper (A27)'],C=CC(C)(C)C,O,C=CC(C)(C)C.O,True,1552,Water,1.54,0.030000000000000027,0.0009000000000000016
CC,CCCCCCCO,,-0.6,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",CC,CCCCCCCO,CC.CCCCCCCO,True,4887,1-Heptanol,-0.63,0.030000000000000027,0.0009000000000000016
CC1CCCCC1,C1=CC=C(C=C1)N,,-3.29,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=32038)'],CC1CCCCC1,Nc1ccccc1,CC1CCCCC1.Nc1ccccc1,True,5441,Aniline,-3.26,0.03000000000000025,0.0009000000000000149
CC(C)CC(C)C,C1=CC=C(C=C1)Br,,-3.81,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=33986)'],CC(C)CC(C)C,Brc1ccccc1,CC(C)CC(C)C.Brc1ccccc1,True,3834,BromoBenzene,-3.78,0.03000000000000025,0.0009000000000000149
CC(=C)C,c1ccc(C)cc1C,,-2.33,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],C=C(C)C,Cc1cccc(C)c1,C=C(C)C.Cc1cccc(C)c1,True,1192,m-Xylene,-2.3,0.03000000000000025,0.0009000000000000149
O=C(O)C1=CC=C(Br)C=C1,O,,-6.67,10.1016/j.cej.2021.129307,"['Abraham Paper (A16)', 'Abraham Paper (A20)', 'Abraham Paper (A5)']",O=C(O)c1ccc(Br)cc1,O,O=C(O)c1ccc(Br)cc1.O,True,19446,Water,-6.7,0.03000000000000025,0.0009000000000000149
CCCC(=O)OCC,CCCCCCCCCCCCCCCC,,-4.54,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=43401)'],CCCC(=O)OCC,CCCCCCCCCCCCCCCC,CCCC(=O)OCC.CCCCCCCCCCCCCCCC,True,6751,n-Hexadecane,-4.57,0.03000000000000025,0.0009000000000000149
CCCCCCCCC,CCCC(=O)C,,-5.41,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=24591)'],CCCCCCCCC,CCCC(C)=O,CCCCCCCCC.CCCC(C)=O,True,8365,2-Pentanone,-5.38,0.03000000000000025,0.0009000000000000149
CC(O)=O,CCCCO,,-6.81,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,CC(=O)O,CCCCO,CC(=O)O.CCCCO,True,2684,1-Butanol,-6.84,0.03000000000000025,0.0009000000000000149
C(Cl)(Cl)Cl,CCCCCCC,,-3.62,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=42712)']",ClC(Cl)Cl,CCCCCCC,ClC(Cl)Cl.CCCCCCC,True,15972,Heptane,-3.59,0.03000000000000025,0.0009000000000000149
C=CCCCC=C,CC(=O)OCC,,-4.6,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",C=CCCCC=C,CCOC(C)=O,C=CCCCC=C.CCOC(C)=O,True,1921,EthylEthanoate,-4.63,0.03000000000000025,0.0009000000000000149
C1=CC=C(C(=C1)O)F,CCCCCCCC,,-4.52,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Oc1ccccc1F,CCCCCCCC,Oc1ccccc1F.CCCCCCCC,True,22396,n-Octane,-4.55,0.03000000000000025,0.0009000000000000149
CCC(C)O,CCCCCCCCCCCCCCCC,,-3.16,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=43064)'],CCC(C)O,CCCCCCCCCCCCCCCC,CCC(C)O.CCCCCCCCCCCCCCCC,True,6208,n-Hexadecane,-3.13,0.03000000000000025,0.0009000000000000149
C1=CC=C(C(=C1)O)F,CCCCCC,,-4.69,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],Oc1ccccc1F,CCCCCC,Oc1ccccc1F.CCCCCC,True,22394,n-Hexane,-4.66,0.03000000000000025,0.0009000000000000149
C=CC=C,CCCCCCCCCCCCCCCC,,-2.1,10.1016/j.cej.2021.129307,"["" 'CompSol Binary (entry number=42847)'""]",C=CC=C,CCCCCCCCCCCCCCCC,C=CC=C.CCCCCCCCCCCCCCCC,True,1715,n-Hexadecane,-2.07,0.03000000000000025,0.0009000000000000149
CCCCCCC=C,C1=CC=C(C=C1)N,,-3.82,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=31851)'],C=CCCCCCC,Nc1ccccc1,C=CCCCCCC.Nc1ccccc1,True,1986,Aniline,-3.85,0.03000000000000025,0.0009000000000000149
CCCCCCCCC,CC1=CC=CC=C1,,-5.95,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=49033)', 'CompSol Binary (entry number=49034)']",CCCCCCCCC,Cc1ccccc1,CCCCCCCCC.Cc1ccccc1,True,8398,Toluene,-5.92,0.03000000000000025,0.0009000000000000149
CC(C)CCOC(=O)C,CCCCCCCCCCCCCCCC,,-4.96,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=43194)'],CC(=O)OCCC(C)C,CCCCCCCCCCCCCCCC,CC(=O)OCCC(C)C.CCCCCCCCCCCCCCCC,True,2805,n-Hexadecane,-4.93,0.03000000000000025,0.0009000000000000149
CCOCOCC,O,,-2.96,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=61893)'],CCOCOCC,O,CCOCOCC.O,True,11294,Water,-2.99,0.03000000000000025,0.0009000000000000149
