solute,solvent,logS,DGsolv,Reference (DOI),Comments,can_smiles_solute,can_smiles_solvent,concat_smiles,is_chonps_halogens,index
CCCCC#C,CCCCCCCCCCCCCCCC,,-3.42,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C#CCCCC,CCCCCCCCCCCCCCCC,C#CCCCC.CCCCCCCCCCCCCCCC,True,219
CCCCC#C,CCCCCCCCO,,-3.43,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C#CCCCC,CCCCCCCCO,C#CCCCC.CCCCCCCCO,True,220
CCCCC#C,C(=O)N(C)C,,-3.94,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=50534)']",C#CCCCC,CN(C)C=O,C#CCCCC.CN(C)C=O,True,221
CCCCC#C,CN1CCCC1=O,,-4.11,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=11421)'],C#CCCCC,CN1CCCC1=O,C#CCCCC.CN1CCCC1=O,True,222
CCCCC#C,CS(=O)C,,-3.55,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56816)', 'CompSol Binary (entry number=56817)']",C#CCCCC,CS(C)=O,C#CCCCC.CS(C)=O,True,223
CCCCC#C,C(CCC#N)CC#N,,-3.32,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=45743)'],C#CCCCC,N#CCCCCC#N,C#CCCCC.N#CCCCCC#N,True,224
CCCCC#C,C(CO)N,,-2.4,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=19374)'],C#CCCCC,NCCO,C#CCCCC.NCCO,True,225
CCCCC#C,O,,0.29,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C#CCCCC,O,C#CCCCC.O,True,227
CCCCC#C,C1=COC(=C1)C=O,,-3.57,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=20999)'],C#CCCCC,O=Cc1ccco1,C#CCCCC.O=Cc1ccco1,True,228
CCCCC#C,C1=COC(=C1)CO,,-3.31,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=21268)'],C#CCCCC,OCc1ccco1,C#CCCCC.OCc1ccco1,True,229
CCCCC#C,C1CCC(CC1)C2=CC=CC=C2,,-3.88,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=36708)'],C#CCCCC,c1ccc(C2CCCCC2)cc1,C#CCCCC.c1ccc(C2CCCCC2)cc1,True,230
CCCCC#C,C1CCC2=CC=CC=C2C1,,-3.99,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=2028)'],C#CCCCC,c1ccc2c(c1)CCCC2,C#CCCCC.c1ccc2c(c1)CCCC2,True,231
CCCCCC#C,CCCCCC#C,,-4.82,Compsol pure,solute-solvent same,C#CCCCCC,C#CCCCCC,C#CCCCCC.C#CCCCCC,True,232
CCCCCC#C,C1CCC(CC1)C2CCCCC2,,-4.33,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=1137)'],C#CCCCCC,C1CCC(C2CCCCC2)CC1,C#CCCCCC.C1CCC(C2CCCCC2)CC1,True,233
CCCCCC#C,C1CCC2CCCCC2C1,,-4.37,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=60836)'],C#CCCCCC,C1CCC2CCCCC2C1,C#CCCCCC.C1CCC2CCCCC2C1,True,234
CCCCCC#C,C(=O)N(C)C,,-4.37,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=50513)']",C#CCCCCC,CN(C)C=O,C#CCCCCC.CN(C)C=O,True,235
CCCCCC#C,CS(=O)C,,-3.95,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56807)', 'CompSol Binary (entry number=56808)']",C#CCCCCC,CS(C)=O,C#CCCCCC.CS(C)=O,True,236
CCCCCC#C,C(CCC#N)CC#N,,-3.83,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=45733)'],C#CCCCCC,N#CCCCCC#N,C#CCCCCC.N#CCCCCC#N,True,237
CCCCCC#C,C(CO)N,,-2.8,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=19366)'],C#CCCCCC,NCCO,C#CCCCCC.NCCO,True,238
CCCCCC#C,O,,0.59,10.1016/j.cej.2021.129307,"['Abraham Paper (A11)', 'Abraham Paper (A11)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'FreeSolv (entry number=342)', 'CompSol Binary (entry number=62982)']",C#CCCCCC,O,C#CCCCCC.O,True,240
CCCCCC#C,C1=COC(=C1)C=O,,-4.12,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=20994)'],C#CCCCCC,O=Cc1ccco1,C#CCCCCC.O=Cc1ccco1,True,241
CCCCCC#C,C1=COC(=C1)CO,,-3.93,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=21263)'],C#CCCCCC,OCc1ccco1,C#CCCCCC.OCc1ccco1,True,242
CCCCCC#C,C1CCC(CC1)C2=CC=CC=C2,,-4.56,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=36706)'],C#CCCCCC,c1ccc(C2CCCCC2)cc1,C#CCCCCC.c1ccc(C2CCCCC2)cc1,True,243
CCCCCC#C,C1CCC2=CC=CC=C2C1,,-4.66,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=2026)'],C#CCCCCC,c1ccc2c(c1)CCCC2,C#CCCCCC.c1ccc2c(c1)CCCC2,True,244
CCCCCCC#C,CCCCCCC#C,,-5.43,Compsol pure,solute-solvent same,C#CCCCCCC,C#CCCCCCC,C#CCCCCCC.C#CCCCCCC,True,246
CCCCCCC#C,C(=O)N(C)C,,-4.99,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=50548)']",C#CCCCCCC,CN(C)C=O,C#CCCCCCC.CN(C)C=O,True,247
CCCCCCC#C,CN1CCCC1=O,,-4.98,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)', 'CompSol Binary (entry number=11447)']",C#CCCCCCC,CN1CCCC1=O,C#CCCCCCC.CN1CCCC1=O,True,248
CCCCCCC#C,CS(=O)C,,-4.42,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=56823)', 'CompSol Binary (entry number=56824)']",C#CCCCCCC,CS(C)=O,C#CCCCCCC.CS(C)=O,True,249
CCCCCCC#C,C(CCC#N)CC#N,,-4.31,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=45749)'],C#CCCCCCC,N#CCCCCC#N,C#CCCCCCC.N#CCCCCC#N,True,250
CCCCCCC#C,C(CO)N,,-3.17,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=19380)'],C#CCCCCCC,NCCO,C#CCCCCCC.NCCO,True,251
CCCCCCC#C,O,,0.71,10.1016/j.cej.2021.129307,"['Abraham Paper (A11)', 'Abraham Paper (A20)', 'Abraham Paper (A20)', 'Abraham Paper (A5)', 'Abraham Paper (A5)', 'FreeSolv (entry number=636)', 'CompSol Binary (entry number=63170)']",C#CCCCCCC,O,C#CCCCCCC.O,True,253
CCCCCCCC#C,CCCCCCCC#C,,-6.11,Compsol pure,solute-solvent same,C#CCCCCCCC,C#CCCCCCCC,C#CCCCCCCC.C#CCCCCCCC,True,254
CCCCCCCC#C,O,,0.74,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=63116)'],C#CCCCCCCC,O,C#CCCCCCCC.O,True,256
CCCCCCCCC#C,CCCCCCCCC#C,,-6.71,Compsol pure,solute-solvent same,C#CCCCCCCCC,C#CCCCCCCCC,C#CCCCCCCCC.C#CCCCCCCCC,True,257
ClCC#C,ClCC#C,,-4.15,Compsol pure,solute-solvent same,C#CCCl,C#CCCl,C#CCCl.C#CCCl,True,258
OCC#C,OCC#C,,-5.83,Compsol pure,solute-solvent same,C#CCO,C#CCO,C#CCO.C#CCO,True,263
C#Cc1ccccc1,C#Cc1ccccc1,,-5.89,Compsol pure,solute-solvent same,C#Cc1ccccc1,C#Cc1ccccc1,C#Cc1ccccc1.C#Cc1ccccc1,True,282
C#N,C#N,,-3.83,Compsol pure,solute-solvent same,C#N,C#N,C#N.C#N,True,284
c1ccc(cc1)\C=C/c2ccccc2,c1ccc(cc1)\C=C/c2ccccc2,,-9.77,Compsol pure,solute-solvent same,C(=C\c1ccccc1)\c1ccccc1,C(=C\c1ccccc1)\c1ccccc1,C(=C\c1ccccc1)\c1ccccc1.C(=C\c1ccccc1)\c1ccccc1,True,295
C1=CC=C(C=C1)C=CC2=CC=CC=C2,O1CCCC1,,-11.77,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],C(=Cc1ccccc1)c1ccccc1,C1CCOC1,C(=Cc1ccccc1)c1ccccc1.C1CCOC1,True,296
C1=CC=C(C=C1)C=CC2=CC=CC=C2,O1CCOCC1,,-11.51,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],C(=Cc1ccccc1)c1ccccc1,C1COCCO1,C(=Cc1ccccc1)c1ccccc1.C1COCCO1,True,297
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(O)(C)C,,-9.66,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C(=Cc1ccccc1)c1ccccc1,CC(C)(C)O,C(=Cc1ccccc1)c1ccccc1.CC(C)(C)O,True,298
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(C)(C)CC(C)C,,-9.92,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],C(=Cc1ccccc1)c1ccccc1,CC(C)CC(C)(C)C,C(=Cc1ccccc1)c1ccccc1.CC(C)CC(C)(C)C,True,299
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(O)CC(C)C,,-9.81,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,CC(C)CC(C)O,C(=Cc1ccccc1)c1ccccc1.CC(C)CC(C)O,True,300
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(C)CCCC(C)CCO,,-10.04,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,CC(C)CCCC(C)CCO,C(=Cc1ccccc1)c1ccccc1.CC(C)CCCC(C)CCO,True,301
C1=CC=C(C=C1)C=CC2=CC=CC=C2,OCCC(C)C,,-9.88,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C(=Cc1ccccc1)c1ccccc1,CC(C)CCO,C(=Cc1ccccc1)c1ccccc1.CC(C)CCO,True,302
C1=CC=C(C=C1)C=CC2=CC=CC=C2,OCC(C)C,,-9.73,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C(=Cc1ccccc1)c1ccccc1,CC(C)CO,C(=Cc1ccccc1)c1ccccc1.CC(C)CO,True,303
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(O)C,,-9.74,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C(=Cc1ccccc1)c1ccccc1,CC(C)O,C(=Cc1ccccc1)c1ccccc1.CC(C)O,True,304
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCC(O)(C)C,,-9.84,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,CCC(C)(C)O,C(=Cc1ccccc1)c1ccccc1.CCC(C)(C)O,True,305
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCC(=O)C,,-11.46,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",C(=Cc1ccccc1)c1ccccc1,CCC(C)=O,C(=Cc1ccccc1)c1ccccc1.CCC(C)=O,True,306
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(O)CC,,-9.81,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C(=Cc1ccccc1)c1ccccc1,CCC(C)O,C(=Cc1ccccc1)c1ccccc1.CCC(C)O,True,307
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCC(C)CO,,-9.92,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,CCCC(C)CO,C(=Cc1ccccc1)c1ccccc1.CCCC(C)CO,True,308
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCC(O)C,,-9.91,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,CCCC(C)O,C(=Cc1ccccc1)c1ccccc1.CCCC(C)O,True,309
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCC(CC)CO,,-10.0,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,CCCCC(CC)CO,C(=Cc1ccccc1)c1ccccc1.CCCCC(CC)CO,True,310
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCC,,-10.17,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],C(=Cc1ccccc1)c1ccccc1,CCCCCC,C(=Cc1ccccc1)c1ccccc1.CCCCCC,True,311
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCCC,,-10.17,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],C(=Cc1ccccc1)c1ccccc1,CCCCCCC,C(=Cc1ccccc1)c1ccccc1.CCCCCCC,True,312
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCCCC,,-10.19,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],C(=Cc1ccccc1)c1ccccc1,CCCCCCCC,C(=Cc1ccccc1)c1ccccc1.CCCCCCCC,True,313
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCCCCCC,,-10.18,10.1016/j.cej.2021.129307,['Abraham Paper (A32)'],C(=Cc1ccccc1)c1ccccc1,CCCCCCCCCC,C(=Cc1ccccc1)c1ccccc1.CCCCCCCCCC,True,314
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCCCCCCO,,-10.2,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C(=Cc1ccccc1)c1ccccc1,CCCCCCCCCCO,C(=Cc1ccccc1)c1ccccc1.CCCCCCCCCCO,True,315
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCCCCO,,-10.2,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,CCCCCCCCO,C(=Cc1ccccc1)c1ccccc1.CCCCCCCCO,True,316
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCCCO,,-10.2,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C(=Cc1ccccc1)c1ccccc1,CCCCCCCO,C(=Cc1ccccc1)c1ccccc1.CCCCCCCO,True,317
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCCO,,-10.12,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C(=Cc1ccccc1)c1ccccc1,CCCCCCO,C(=Cc1ccccc1)c1ccccc1.CCCCCCO,True,318
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCCO,,-10.07,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C(=Cc1ccccc1)c1ccccc1,CCCCCO,C(=Cc1ccccc1)c1ccccc1.CCCCCO,True,319
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCO,,-10.01,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C(=Cc1ccccc1)c1ccccc1,CCCCO,C(=Cc1ccccc1)c1ccccc1.CCCCO,True,320
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(=O)OCCCC,,-11.19,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",C(=Cc1ccccc1)c1ccccc1,CCCCOC(C)=O,C(=Cc1ccccc1)c1ccccc1.CCCCOC(C)=O,True,321
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCCOCCCC,,-10.63,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A9)']",C(=Cc1ccccc1)c1ccccc1,CCCCOCCCC,C(=Cc1ccccc1)c1ccccc1.CCCCOCCCC,True,322
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCCO,,-9.97,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C(=Cc1ccccc1)c1ccccc1,CCCO,C(=Cc1ccccc1)c1ccccc1.CCCO,True,323
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCO,,-9.99,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C(=Cc1ccccc1)c1ccccc1,CCO,C(=Cc1ccccc1)c1ccccc1.CCO,True,324
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(=O)OCC,,-11.23,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",C(=Cc1ccccc1)c1ccccc1,CCOC(C)=O,C(=Cc1ccccc1)c1ccccc1.CCOC(C)=O,True,325
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CCOCC,,-11.01,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,CCOCC,C(=Cc1ccccc1)c1ccccc1.CCOCC,True,326
C1=CC=C(C=C1)C=CC2=CC=CC=C2,C(=O)N(C)C,,-11.58,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",C(=Cc1ccccc1)c1ccccc1,CN(C)C=O,C(=Cc1ccccc1)c1ccccc1.CN(C)C=O,True,327
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CO,,-9.92,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C(=Cc1ccccc1)c1ccccc1,CO,C(=Cc1ccccc1)c1ccccc1.CO,True,328
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(C)(C)OC,,-10.86,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C(=Cc1ccccc1)c1ccccc1,COC(C)(C)C,C(=Cc1ccccc1)c1ccccc1.COC(C)(C)C,True,329
C1=CC=C(C=C1)C=CC2=CC=CC=C2,CC(=O)OC,,-11.2,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A3)']",C(=Cc1ccccc1)c1ccccc1,COC(C)=O,C(=Cc1ccccc1)c1ccccc1.COC(C)=O,True,330
C1=CC=C(C=C1)C=CC2=CC=CC=C2,c1cc(C)ccc1C,,-11.29,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],C(=Cc1ccccc1)c1ccccc1,Cc1ccc(C)cc1,C(=Cc1ccccc1)c1ccccc1.Cc1ccc(C)cc1,True,331
C1=CC=C(C=C1)C=CC2=CC=CC=C2,c1ccc(C)cc1C,,-11.23,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],C(=Cc1ccccc1)c1ccccc1,Cc1cccc(C)c1,C(=Cc1ccccc1)c1ccccc1.Cc1cccc(C)c1,True,332
C1=CC=C(C=C1)C=CC2=CC=CC=C2,c1cccc(C)c1C,,-11.27,10.1016/j.cej.2021.129307,['Abraham Paper (A30)'],C(=Cc1ccccc1)c1ccccc1,Cc1ccccc1C,C(=Cc1ccccc1)c1ccccc1.Cc1ccccc1C,True,333
C1=CC=C(C=C1)C=CC2=CC=CC=C2,ClC(Cl)(Cl)Cl,,-11.16,10.1016/j.cej.2021.129307,['Abraham Paper (A7)'],C(=Cc1ccccc1)c1ccccc1,ClC(Cl)(Cl)Cl,C(=Cc1ccccc1)c1ccccc1.ClC(Cl)(Cl)Cl,True,334
C1=CC=C(C=C1)C=CC2=CC=CC=C2,c1ccccc1Cl,,-11.49,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],C(=Cc1ccccc1)c1ccccc1,Clc1ccccc1,C(=Cc1ccccc1)c1ccccc1.Clc1ccccc1,True,335
C1=CC=C(C=C1)C=CC2=CC=CC=C2,O,,-3.79,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A3)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A5)', 'Abraham Paper (A6)', 'Abraham Paper (A8)', 'Abraham Paper (A9)']",C(=Cc1ccccc1)c1ccccc1,O,C(=Cc1ccccc1)c1ccccc1.O,True,337
C,c1ccccc1Br,,0.57,10.1016/j.cej.2021.129307,['Abraham Paper (A6)'],C,Brc1ccccc1,C.Brc1ccccc1,True,343
C,C1CCC2CCCCC2C1,,0.47,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=35311)'],C,C1CCC2CCCCC2C1,C.C1CCC2CCCCC2C1,True,344
C,O1CCCC1,,0.25,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],C,C1CCOC1,C.C1CCOC1,True,345
C,C1CO1,,0.14,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=54739)'],C,C1CO1,C.C1CO1,True,346
C,O1CCOCC1,,0.56,10.1016/j.cej.2021.129307,['Abraham Paper (A33)'],C,C1COCCO1,C.C1COCCO1,True,347
C,CCCCC=C,,0.14,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=11017)', 'CompSol Binary (entry number=11018)']",C,C=CCCCC,C.C=CCCCC,True,348
C,CCCCCCC=C,,0.23,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=13796)', 'CompSol Binary (entry number=13797)', 'CompSol Binary (entry number=13798)']",C,C=CCCCCCC,C.C=CCCCCCC,True,349
C,CC(O)(C)C,,0.34,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C,CC(C)(C)O,C.CC(C)(C)O,True,350
C,CC(=O)C,,0.3,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A4)']",C,CC(C)=O,C.CC(C)=O,True,351
C,CC(C)(C)CC(C)C,,0.07,10.1016/j.cej.2021.129307,['Abraham Paper (A31)'],C,CC(C)CC(C)(C)C,C.CC(C)CC(C)(C)C,True,352
C,OCC(C)C,,0.4,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C,CC(C)CO,C.CC(C)CO,True,353
C,CC(O)C,,0.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C,CC(C)O,C.CC(C)O,True,354
C,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,,-0.56,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=16253)'],C,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,C.CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,True,355
C,CC1COC(=O)O1,,0.82,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=28077)'],C,CC1COC(=O)O1,C.CC1COC(=O)O1,True,356
C,CC(O)CC,,0.42,10.1016/j.cej.2021.129307,"['Abraham Paper (A1)', 'Abraham Paper (A12)']",C,CCC(C)O,C.CCC(C)O,True,357
C,CCCCCC,,0.03,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=45423)']",C,CCCCCC,C.CCCCCC,True,358
C,CCCCCCC,,0.1,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=42425)']",C,CCCCCCC,C.CCCCCCC,True,359
C,CCCCCCCC,,0.16,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=54371)']",C,CCCCCCCC,C.CCCCCCCC,True,360
C,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,,0.59,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=54645)'],C,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,C.CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,True,361
C,CCCCCCCCC,,0.2,10.1016/j.cej.2021.129307,"['CompSol Binary (entry number=52779)', 'CompSol Binary (entry number=52782)']",C,CCCCCCCCC,C.CCCCCCCCC,True,362
C,CCCCCCCCCC,,0.24,10.1016/j.cej.2021.129307,"['Abraham Paper (A32)', 'CompSol Binary (entry number=37125)']",C,CCCCCCCCCC,C.CCCCCCCCCC,True,363
C,CCCCCCCCCCC,,0.27,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=61753)'],C,CCCCCCCCCCC,C.CCCCCCCCCCC,True,364
C,CCCCCCCCCCCC,,0.32,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=38243)'],C,CCCCCCCCCCCC,C.CCCCCCCCCCCC,True,365
C,CCCCCCCCCCCCC,,0.34,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=61668)'],C,CCCCCCCCCCCCC,C.CCCCCCCCCCCCC,True,366
C,CCCCCCCCCCCCCC,,0.36,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=58913)'],C,CCCCCCCCCCCCCC,C.CCCCCCCCCCCCCC,True,367
C,CCCCCCCCCCCCCCC,,0.38,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=54973)'],C,CCCCCCCCCCCCCCC,C.CCCCCCCCCCCCCCC,True,368
C,CCCCCCCCCCCCCCCC,,0.45,10.13020/3eks-j059,From Minnesota Solvation Database (MNSOL) version 2012,C,CCCCCCCCCCCCCCCC,C.CCCCCCCCCCCCCCCC,True,369
C,CCCCCCCCCCCO,,0.56,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C,CCCCCCCCCCCO,C.CCCCCCCCCCCO,True,370
C,CCCCCCCCCCO,,0.56,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C,CCCCCCCCCCO,C.CCCCCCCCCCO,True,371
C,CCCCCCCCCO,,0.53,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C,CCCCCCCCCO,C.CCCCCCCCCO,True,372
C,CCCCCCCCO,,0.515,10.13020/3eks-j059 10.1016/j.cej.2021.129307,Averaged - std : 0.01,C,CCCCCCCCO,C.CCCCCCCCO,True,373
C,CCCCCCCO,,0.48,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C,CCCCCCCO,C.CCCCCCCO,True,374
C,CCCCCCO,,0.47,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C,CCCCCCO,C.CCCCCCO,True,375
C,CCCCCO,,0.45,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C,CCCCCO,C.CCCCCO,True,376
C,CCCCO,,0.42,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C,CCCCO,C.CCCCO,True,377
C,CCCCOCCOCCOCCO,,0.7,10.1016/j.cej.2021.129307,['CompSol Binary (entry number=15422)'],C,CCCCOCCOCCOCCO,C.CCCCOCCOCCOCCO,True,378
C,CCCO,,0.4,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C,CCCO,C.CCCO,True,379
C,CCO,,0.4,10.1016/j.cej.2021.129307,"['Abraham Paper (A12)', 'Abraham Paper (A2)']",C,CCO,C.CCO,True,380
C,CCOCC,,-0.03,10.1016/j.cej.2021.129307,['Abraham Paper (A12)'],C,CCOCC,C.CCOCC,True,381
C,C(=O)N(C)C,,0.71,10.1016/j.cej.2021.129307,"['Abraham Paper (A20)', 'Abraham Paper (A5)']",C,CN(C)C=O,C.CN(C)C=O,True,382
